Obsolète;Code terrain;Toponyme;Type;Date creation;Dernière modification;Date validation;Position;Latitude;Longitude;Altitude;Consignes;Nombre de pistes;Nature première piste;Axe préférentiel première piste;Largeur première piste;Longueur première piste;Orientation première piste;Nature deuxième piste;Axe préférentiel deuxième piste;Largeur deuxième piste;Longueur deuxième piste;Orientation deuxième piste;Radio;Carburant;Facilités;Facilités en clair;Email de contact;Téléphone;Informations complémentaires;Gestionnaire terrain
"";"LFPG";"Paris Charles de Gaulle";"Aérodrome C.A.P. Interdit aux ULM ";"0/00/0000";"5/01/2018";"14/10/2025";"49.00972222222222,2.54777777777781";"N 49 00 35";"E 002 32 52";"392 ft";"";"2";"dur";"";"45";"4200";"'09-27";"dur";"";"45";"4215";"'08-26";"119.250";"";"3,6,4";"Restauration sur place, Restauration &agrave proximité, Gîte à proximité";"";"+33 1 49 75 52 52";"";"ADP";
"";"LFPH";"Chelles Le Pin";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"6/01/2018";"14/10/2025";"48.89717483801131,2.608170936523493";"N 48 53 50";"E 002 36 29";"208 ft";"";"2";"herbe";"'04";"100";"600";"'04-22";"herbe";"";"100";"650";"'11-29";"23.92";"AD49_AvGas";"0";"invalid";"";"+33 1 48 62 07 51";"AD réservé aux ACFT munis de radio et aux ULM basés.





AERO-CLUB de la REGION de CHELLES


Aérodrome de Chelles Le Pin 


61 Rue Robert Marcombe


77500 Chelles


Tél : 01 64 21 71 35


Fax : 01 60 08 32 57


E mail : acrc.contact@gmail.com





";"ADP3";
"";"LFPK";"Coulommiers Voisins";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"26/09/2011";"8/06/2023";"14/10/2025";"48.8375,3.0144444444444445";"N 48 50 15";"E 003 00 52";"470 ft";"Respecter strictement les circuits publiés.";"2";"dur";"'09";"20";"1590";"'09-27";"herbe";"'09";"50";"650";"'09-27";"122.205";"AVGAS 100 LL";"6,2";"Restauration &agrave proximité, Hangar possible";"airportfees_lbg@adp.fr";"+33 1 49 75 74 61";"Activités ULM et Paramoteur autorisées aux usagers basés sous réserve d'accord préalable de l'exploitant d'aérodrome.


AD réservé aux ACFT munis de radio.";"ADP";
"";"LFPL";"Lognes Emerainville";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"29/11/2015";"14/10/2025";"48.82115283931084,2.626554550293008";"N 48 49 16";"E 002 37 36";"359 ft";"08 main gauche (préférentiel)


26 main droite


Par vent de secteur W à S/SW, risque de turbulence en


approche finale RWY 26, due à la présence des


hangars.





Par vent de secteur N, risque de rafales sur RWY


";"2";"dur";"'08";"20";"700";"'08-26";"herbe";"";"100";"1100";"'08-26";"118.6";"AD49_AvGas";"";"";"";"+33 1 60 06 26 52";"AD réservé aux ACFT munis de radio.


ULM : activité réservée aux ULM autorisés par le Chef CA.";"ADP2";
"";"LFPM";"Melun - Villaroche";"Aérodrome C.A.P. Avec Restrictions Libre d'accès aux ULM";"0/00/0000";"16/10/2019";"23/02/2026";"48.605278,2.670833";"N 48 36 19";"E 002 40 15";"304 ft";"Tours de piste réservés aux aéronefs basés, interdits les weekends et JF.";"2";"dur";"'28";"45";"1972";"'10-28";"dur";"";"30";"1300";"'01-19";"121.1";"AD49_AvGas";"3";"Restauration sur place";"contact@sympav.com";"+33 1 60 68 83 90";"AD interdit aux planeurs et aérostats


AD réservé aux aéronefs munis de radio


AD très sensible au bruit


Intentions de vol obligatoires avant roulage, sur la fréquence TWR


TWY Z réservé aux aéronefs basés ou autorisés


D-V-I Aviation : Ecole ULM multiaxes, vols initiation et Baptêmes de l'air. 06 15 18 61 42 (gérant) - 06 11 42 21 40 (Chef pilote) contact@dviaviation.fr";"SYMPAV";
"";"LFPN";"Paris Saclay Versailles";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"29/12/2017";"14/10/2025";"48.752834486605735,2.10604698937982";"N 48 45 10";"E 002 06 22";"538 ft";"AD réservé aux ACFT munis de radio.


Activité ULM de classes 3 et 6 selon dispositions de l’arrêté du 12 juillet 2019.


Activité ULM de classes 1, 2, 4 et 5 interdite.


Indiquer la classe d’ULM au premier contact.";"2";"dur";"";"30";"1100";"'07-25";"dur";"";"30";"1050";"'07-25";"120.750";"AD49_AvGas";"0";"invalid";"";"+33 1 48 62 07 51";"Nouveau nom de l'aérodrome de Toussus le Noble : Paris Saclay Versailles. Indicatif radio 'Toussus' inchangé.";"ADP";
"";"LFPO";"Paris Orly";"Aérodrome C.A.P. Interdit aux ULM ";"0/00/0000";"5/01/2018";"14/10/2025";"48.723333,2.379444000000035";"N 48 43 24";"E 002 22 46";"291 ft";"";"2";"dur";"";"45";"3650";"'06-24";"dur";"";"45";"3320";"'08-26";"118.7";"";"0";"invalid";"";"+33 1 49 75 65 74";"Accord préalable du coordonnateur des aéroports parisiens.";"ADP";
"";"LFPP";"Le Plessis Belleville";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"20/12/2022";"14/10/2025";"49.109167,2.736943999999994";"N 49 06 33";"E 002 44 13";"387 ft";"AD réservé aux ACFT munis de radio.";"2";"dur";"";"30";"700";"'07-25";"herbe";"";"50";"830";"'07-25";"120.405";"AD50_AvGas_NP";"0";"invalid";"aerodrome.plessis@wanadoo.fr";"+33 3 44 60 53 49";"ULM Club 60


Le seul club d'ULM de la plateforme du Plessis-Belleville


Tél : 07 67 60 29 99


Email : ulm.club60@gmail.com


Site : https://ulm-club-60.fr





Aéroclub René Mouchotte


Aérodrome du Plessis-Belleville


60950 ERMENONVILLE


Tél : 03 44 60 58 87


Fax : 03 44 60 58 87


web : http://www.acrm.fr";"Société civile de l'aérodrome du Plessis";
"";"LFPQ";"Fontenay Trésigny";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"27/09/2011";"20/05/2019";"14/10/2025";"48.70591603174505,2.9045534133911133";"N 48 42 21";"E 002 54 16";"371 ft";"Aérodrome réservé uniquement aux ACFT munis de radio





Par situation de vent fort soufflant entre le secteur Nord et le secteur Est, risque de turbulences fortes et cisaillements sur les deux QFU.





Utilisation de la piste en herbe et taxiways : voir NOTAMS";"2";"dur";"";"18";"700";"'12-30";"herbe";"";"50";"720";"'12-30";"120.230";"AD49_AvGas";"0";"invalid";"info-chaubuisson@wanadoo.fr";"+33 1 64 25 91 45";"Aérodrome réservé aux ACFT munis de radio.





Une des plus belles plateformes de la région parisienne. Un seul et unique club (AEROCLUB DE CHAUBUISSON) propriétaire de toutes les installations. 


A environ 40 kms des portes de Paris, l'Aéroclub de Chaubuisson est un des aéroclubs les plus proches de Paris.





Le Breguet n'a plus d'activité commerciale.





Secrétariat :


lun.- Ven. 09:00 hr - 17:00 hr - Permanence les WE";"ACB de Chaubuisson";
"";"LFPR";"Orange Plan de Dieu";"Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ";"8/03/2011";"26/12/2015";"14/10/2025";"44.17944444444444,4.918888888888889";"N 44 10 46";"E 004 55 08";"312 ft";"Voir VAC


Annoncer le QFU et préciser « dure » ou « herbe »";"2";"dur";"";"30";"825";"'16-34";"herbe";"";"30";"600";"'17-35";"128.950";"";"0";"invalid";"";"+33 4 90 11 56 00";"Utilisation possible après autorisation obligatoire à obtenir auprès de l’ACB Plan de Dieu avec préavis de 8 jours (demande écrite à télécharger


sur www.aeroclubduplandedieu.fr). Voir conditions d'accès sur carte VAC.


Approche sur 118.925 uniquement en cas d'inactivité, 


contacter obligatoirement 128.950, la fréquence d'auto-information des installations


Entrainement de la patrouille de France  verticale des installations.";"Ministère des Armées";
"";"LFPT";"Pontoise - Cormeilles en Vexin";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"21/03/2023";"14/10/2025";"49.092170746084115,2.0337948835449424";"N 49 05 32";"E 002 02 02";"325 ft";"grande vigilance sur le respect des différents TDP, attention à ne pas survoler les villages.


";"2";"dur";"";"50";"1689";"'05-23";"dur";"";"50";"1650";"'12-30";"121.200";"AD49_AvGas";"2";"Hangar possible";"jessica.colombo@aviation-civile.gouv.fr";"+33 1 30 31 13 25";"AD réservé aux ACFT munis de radio et Transpondeur 


Activité ULM de classes 3 et 6 autorisée selon les dispositions de l’arrêté du 12 juillet 2019.





Possibilité de hangar chez ameridair  contact : Eric SOTTY +33962611936


ou Vol en Vexin ( Ecole Ulm multiaxe ) hangar 27 Benoit MALLET +33610253331";"ADP";
"";"LFPU";"Moret Episy";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"5/01/2018";"14/10/2025";"48.340974136518,2.7970407407226503";"N 48 20 28";"E 002 47 49";"253 ft";"06 main gauche (préférentiel)


24 main droite";"1";"herbe";"'06";"100";"825";"'06-24";"herbe";"";"0";"0";"'Inconnue";" 123.5";"AD50_AvGas_NP";"0";"invalid";"secretariat.acvl@free.fr";"+33 1 64 45 83 63";"Secrétariat ouvert


de 13 à 16h30 le lundi, mardi, jeudi, vendredi


de 9 à 12h30 le samedi


fax 09 55 11 83 63";"ACB de la Vallée du Loing";
"";"LFPV";"Villacoublay Vélizy";"Aérodrome Réservé Administrations Interdit CAP";"0/00/0000";"20/02/2016";"14/10/2025";"48.77456295260897,2.2033399736328647";"N 48 46 28";"E 002 12 12";"584 ft";"";"1";"dur";"";"45";"1813";"'09-27";"herbe";"";"";"";"'Inconnue";"128.950";"";"";"";"";"+33 1 45 07 36 33";"Survol AD interdit H 24 au-dessous de 300 m (1000 ft) ASFC.";"Ministère de la Défense (FAF)";
"";"LFPX";"Chavenay Villepreux";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"10/07/2011";"30/12/2017";"14/10/2025";"48.84195508365,1.979684829711914";"N 48 50 31";"E 001 58 47";"424 ft";"Eviter Feucherolles, Saint-Nom la Bretèche, Villepreux, Plaisir, Chavenay, la ferme de l'INSA et l'INSA.





TdP à 850 ft AAL (1300 ft QNH)";"2";"herbe";"";"60";"825";"'05-23";"herbe";"";"100";"710";"'10-28";"129.525";"AD50_AvGas_NP";"0";"invalid";"";"+33 1 30 56 28 71";"AD réservé aux ACFT munis de radio.


ULM : Activité réservée aux ULM autorisés par le Chef C.A.";"ADP3";
"oui";"LFPY";"Brétigny";"Base ULM fermée définitivement";"0/00/0000";"25/02/2012";"14/10/2025";"48.596111,2.3322220000000016";"N 48 35 46";"E 002 19 56";"270 ft";"";"1";"Dur";"";"45";"3";"'01-19";"";"";"";"";"";"";"";"";"";"";"+33169237170";"";"CEV";
"";"LFPZ";"Saint Cyr l'Ecole";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"6/09/2011";"9/09/2021";"14/10/2025";"48.811781158836,2.068347930908203";"N 48 48 42";"E 002 04 06";"373 ft";"";"2";"herbe";"'29";"100";"890";"'11-29";"herbe";"'29";"60";"865";"'11-29";"118.0";"AD50_AvGas_NP";"3,6,4";"Restauration sur place, Restauration &agrave proximité, Gîte à proximité";"";"+33 1 30 58 12 60";"AD réservé aux ACFT munis de radio.


ULM : Activité réservée aux ULM de classe 3, 4 ou 6.  Classes 1, 2 & 5 interdites comme mentionné sur la VAC du 15/7/21





Aéroclub Pierre Trébod


Aérodrome de Saint-Cyr-l'École


78210 Saint-Cyr-l'École


Tél. 01 30 45 06 76


http://www.trebod.fr/";"ADP";
"";"LFQA";"Reims - Prunay";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"24/12/2015";"14/10/2025";"49.20908762478839,4.157997375671357";"N 49 12 33";"E 004 09 29";"313 ft";"";"2";"dur";"'07";"30";"1150";"'07-25";"herbe";"";"80";"1170";"'07-25";"134.925";"AD50_AvGas_NP";"3";"Restauration sur place";"contact@reims.aeroport.fr";"+33 3 26 49 10 92";"AD réservé aux ACFT munis de radio.


ULM :


a - Terrain autorisé aux ULM de classe 2. 3 et 4


b - En dehors des horaires AFIS, les pilotes doivent prendre connaisssance des trafics IFR prévus auprès des autres organismes (SIV, BRIA, APP...).


c - Avant le premier vol sur le terrain, les pilotes commandant de bord doivent signer un protocole. Dans le cas contraire, un PPR doit être demandé auprès de l'agent AFIS.";"Société d'Exploitation de Reims Aéroport";
"";"LFQB";"Troyes - Barberey";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"25/09/2011";"24/08/2020";"14/10/2025";"48.32007971820925,4.016924376196357";"N 48 19 12";"E 004 01 01";"389 ft";"";"2";"dur";"'17";"30";"1649";"'17-35";"herbe";"";"100";"734";"'05-23";"123.725";"AvGas   - JETA1";"3,6,4";"Restauration sur place, Restauration &agrave proximité, Gîte à proximité";"Troyes.Aeroport@edeis.com";"+33 3 25 71 79 00";"Piste 05/23 herbes.


Piste 17/35 herbes


Piste 17/35 revêtue 


";"EDEIS";
"";"LFQC";"Lunéville Croismare";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"25/12/2015";"14/10/2025";"48.593611,6.542222";"N 48 35 37";"E 006 32 32";"790 ft";"09 main gauche


27 main droite";"2";"dur";"'09";"20";"1040";"'09-27";"herbe";"'09";"75";"750";"'09-27";" 123.500";"AD50_AvGas_NP";"";"";"aeroclubdelorraine@wanadoo.fr";"+33 3 83 74 10 08";"Piste en herbe réservée au vol à moteur et planeurs basés";"Syndicat intercommunal pour la gestion de l’aérodrome Lunéville, Chanteheux, Croismare";
"";"LFQD";"Arras Roclincourt";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"14/08/2011";"18/12/2019";"14/10/2025";"50.32224502128562,2.8002030793456925";"N 50 19 20";"E 002 48 01";"328 ft";"A l'est pour les avions et ULM à 1000 Ft QNH. A l'ouest pour les planeurs et remorqueurs.";"1";"herbe";"'04";"60";"1024";"'04-22";"herbe";"";"";"";"'Inconnue";"123.500";"SP98";"3";"Restauration sur place";"lgv.information@gmail.com";"+33 6 83 01 41 09";"LES GODASSES VOLANTES. Web: http://www.lesgoassesvolantes.wix.com/ulm62   mail: bernardcordonnier.bc@gmail.com  Instructeurs Ulm 3 axes et Autogire Bernard CORDONNIER      Baptême Autogire / 3 axes Couchage possible. SP 98 


 tél. T:0683014109 


Resto fermé Sa/Di";"CCI Artois";
"";"LFQE";"Étain Rouvres";"Aérodrome Réservé Administrations Interdit CAP";"0/00/0000";"23/02/2016";"14/10/2025";"49.229167,5.676110999999992";"N 49 13 45";"E 005 40 34";"770 ft";"";"1";"dur";"";"45";"1720";"'01-19";"herbe";"";"";"";"'Inconnue";"120.125";"";"";"";"";"+33 3 29 87 82 99";"AD non ouvert à la CAP et interdit aux ACFT sans radio.


Survol de l’AD interdit H24 au-dessous de 300 m (1000 ft) ASFC.";"Ministère de la Défense (ALAT)";
"";"LFQF";"Autun - Bellevue";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"24/12/2015";"14/10/2025";"46.969002509294995,4.2610251693115515";"N 46 58 08";"E 004 15 40";"1001 ft";"";"2";"dur";"";"27";"1020";"'18-36";"herbe";"";"50";"640";"'18-36";"123.500";"AD49_AvGas";"";"";"cca@cc-autunois.fr";"+33 3 85 86 80 52";"";"Communauté de communes de l’Autunois";
"";"LFQG";"Nevers Fourchambault";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"18/07/2016";"14/10/2025";"47.003611,3.110833";"N 47 00 13";"E 003 06 39";"602 ft";"";"2";"dur";"'30";"30";"1630";"'12-30";"herbe";"'30";"60";"930";"'12-30";"120.6";"AD50_AvGas_NP";"";"";"m.jobineau@nievre.cci.fr";"+33 3 86 60 61 65";"AD réservé aux ACFT munis de radio.";"CCI de la Nièvre";
"";"LFQH";"Châtillon sur Seine";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"24/12/2015";"14/10/2025";"47.84376526430916,4.578671523803659";"N 47 50 38";"E 004 34 43";"906 ft";"";"1";"herbe";"";"100";"955";"'02-20";"herbe";"";"";"";"'Inconnue";" ";"AD50_AvGas_NP";"";"";"contact@aeroclubchatillon.org";"+33 3 80 91 05 02";"";"ACB du Châtillonnais";
"oui";"LFQI";"Cambrai Epinoy BA103";"Base ULM fermée définitivement";"0/00/0000";"26/05/2013";"14/10/2025";"50.219167,3.152222";"N 50 13 09";"E 003 09 08";"257 ft";"";"1";"Dur";"";"50";"2";"'09-27";"";"";"";"";"";"118.52";"";"";"";"";"";"Base aérienne BA103 fermée depuis le 1 juillet 2012. La piste est marquée de croix blanches, tous les services de navigation sont fermés.";"MIL";
"";"LFQJ";"Maubeuge - Elesmes";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"21/12/2015";"14/10/2025";"50.308333,4.03";"N 50 18 30";"E 004 01 48";"452 ft";"";"2";"dur";"";"30";"1300";"'05-23";"herbe";"";"80";"800";"'05-23";"121.005";"AD50_AvGas_NP";"3";"Restauration sur place";"uashmaubeuge@gmail.com";"+33 3 27 53 01 00";"AD réservé aux ACFT munis de radio.





Permanence aéroclub


Samedi de 10h30 à 18h


Tél: 03 27 68 40 25


Fax: 03 27 62 22 45





 ";"Agglomération Maubeuge Val de Sambre";
"";"LFQK";"Châlons - Ecury sur Coole";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"20/08/2017";"14/10/2025";"48.905556,4.352778";"N 48 54 20";"E 004 21 10";"321 ft";"";"2";"herbe";"'04";"80";"1500";"'04-22";"herbe";"'04";"70";"1500";"'04-22";"118.975";"AD50_AvGas_NP";"0";"invalid";"";"+33 3 26 67 61 01";"Bureau club : Ouvert tous les jours de 9:00 à 19:00 sauf le mardi";"Commune Ecury sur Coole";
"";"LFQL";"Lens Benifontaine";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"20/12/2015";"14/10/2025";"50.46602614527825,2.818861994628792";"N 50 27 58";"E 002 49 08";"170 ft";"AD réservé aux ACFT munis de radio (fq commune avec LAON)


Accord impératif du directeur d’aérodrome pour paramoteurs non-basés.





Tour de piste 03-21 à l'ouest


Avion 1000


ULM 500


Tour de piste 09-27 au nord";"2";"herbe";"'03";"60";"1070";"'03-21";"herbe";"";"60";"760";"'09-27";"123.355";"AD50_AvGas_NP";"0";"invalid";"aeroclublens@wanadoo.fr";"+33 3 21 67 72 60";"Activité Voltige, Parachute, Paramoteur.





Eviter le survol de Bénifontaine et de Loos en Gohelle, LDG et TKOF interdit tant qu'un aéronef se trouve sur le TWY accolé à la piste et entre les deux SDE, LDG RWY 03 et RWY 09 : précaution à prendre dues à la présence de routes";"Communauté d’Agglomération Lens Liévin (CALL)";
"";"LFQM";"Besançon La Vèze";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"21/10/2011";"6/01/2018";"14/10/2025";"47.20527777777778,6.08055555555552";"N 47 12 19";"E 006 04 50";"1271 ft";"";"1";"dur";"'05";"20";"1400";"'05-23";"herbe";"";"";"";"'Inconnue";"122.2";"AD49_AvGas";"0";"invalid";"";"+33 3 81 83 15 32";"AD réservé aux ACFT munis de radio.


ULM sur PPR exploitant d’aérodrome.





aéroclub de besançon La vèze


route de Pontarlier


25660 La Veze


tél. 03 81 81 50 82


http://www.aeroclub-besancon.fr/";"CCI du Doubs";
"";"LFQN";"St Omer Wizernes";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"17/11/2011";"10/01/2018";"14/10/2025";"50.72944444444445,2.235833333333403";"N 50 43 46";"E 002 14 09";"249 ft";"Ne pas survoler la prison. Seuil de piste 27 hippodrome : ATTENTION chevaux attelés.";"2";"dur";"";"20";"597";"'09-27";"herbe";"";"80";"660";"'03-21";"123.500";"AD50_AvGas_NP";"3";"Restauration sur place";"acsto@free.fr";"+33 3 21 38 25 42";"";"Ville de Saint Omer";
"";"LFQO";"Lille Marcq en Baroeul";"Aérodrome C.A.P. Libre d'accès aux ULM  ";"0/00/0000";"23/12/2024";"14/10/2025";"50.687222,3.075556000000006";"N 50 41 14";"E 003 04 32";"70 ft";"";"2";"herbe";"";"80";"838";"'07-25";"herbe";"";"80";"850";"'17-35";"122.005";"AD49_AvGas";"0";"invalid";"";"+33 3 20 98 34 95";"AD réservé aux ACFT munis de radio.





contact aéroclub 03 20 72 40 98


Le secrétariat est ouvert du lundi au samedi de 9h30 à 12h30 et de 14h00 à 17h30.


";"SIGAL";
"";"LFQP";"Phalsbourg Bourscheid";"Aérodrome Réservé Administrations Interdit CAP";"0/00/0000";"20/02/2016";"14/10/2025";"48.76595727605468,7.1999562750922905";"N 48 45 57";"E 007 11 60";"1017 ft";"";"1";"dur";"";"45";"1203";"'06-24";"herbe";"";"";"";"'Inconnue";"118.45";"";"";"";"";"";"AD interdit aux ACFT non munis de radio


Survol de l’AD interdit H24 en dessous de 300 m (1000 ft) ASFC";"Ministère de la Défense (ALAT)";
"";"LFQQ";"Lille Lesquin";"Aérodrome C.A.P. Interdit aux ULM ";"0/00/0000";"20/02/2016";"14/10/2025";"50.566168047830146,3.1054834287109543";"N 50 33 58";"E 003 06 20";"157 ft";"";"2";"dur";"";"45";"2000";"'08-26";"dur";"";"30";"1580";"'02-20";"118.55";"AD49_AvGas";"";"";"aviation.generale.aeroport@lille.cci.fr";"+33 3 20 49 68 21";"";"CCI";
"";"LFQT";"Merville - Calonne";"Aérodrome C.A.P. Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"21/12/2015";"14/10/2025";"50.620312172280386,2.6450185721679853";"N 50 37 13";"E 002 38 42";"61 ft";"Aérodrome controlé. 


Consultez carte VAC, Radio et transpondeur obligatoire.





Bande gazonnée réservée aux planeurs pendant leur activité";"2";"dur";"";"30";"1840";"'04-22";"herbe";"";"80";"1000";"'04-22";"119.075";"AD49_AvGas";"3,6";"Restauration sur place, Restauration &agrave proximité";"";"+33 3 28 42 04 21";"Aérodrome contrôlé. 


Activité ULM : réservée aux ULM équipés de radio et transpondeur, affiliés aux associations basées signataires d'un protocole avec les services de la CA.





Paiement carburant par carte TOTAL exclusivement.


Consultez les Notams.";"CCI Grand Lille";
"";"LFQU";"Sarre Union";"Aérodrome Restreint Ouvert aux ULM Autorisation OBLIGATOIRE ";"0/00/0000";"29/02/2016";"14/10/2025";"48.950917548275,7.079328701080385";"N 48 57 03";"E 007 04 46";"842 ft";"Tour de piste NORD à 1800 ft QNH


Verticale à 2300 ft QNH";"2";"dur";"";"20";"900";"'08-26";"herbe";"'08";"50";"820";"'08-26";"123.500";"100LL";"3";"Restauration sur place";"didier.follenius@wanadoo.fr";"+33 6 16 80 13 67";"Réservé aux ACFT basés et à ceux basés sur les AD voisins (voir VAC)


Utilisation simultanée des deux pistes interdites.





atterrissage en 08L (herbe) : 100 premiers mètres inutilisables après pluies prolongées !





Restauration possible le WE (réservation au 06.06.81.24.37)";"Aéroclub de la Région de Sarre-Union";
